Velocidad	Densidad
0.0	0.0
0.01818181818181818	0.10091738867057325
0.03636363636363636	0.2012795238339319
0.05454545454545454	0.3005362405993696
0.07272727272727272	0.39814748606068245
0.09090909090909091	0.4935882132421657
0.10909090909090909	0.5863530835775534
0.12727272727272726	0.6759609190159073
0.14545454545454545	0.7619588489353002
0.16363636363636364	0.8439261019982814
0.18181818181818182	0.9214773988043591
0.19999999999999998	0.994265907571522
0.21818181818181817	1.0619857319867578
0.23636363636363636	1.1243739076713368
0.2545454545454545	1.181211891271121
0.2727272727272727	1.232326533863392
0.2909090909090909	1.2775905380281243
0.3090909090909091	1.3169224054251072
0.32727272727272727	1.3502858889171612
0.34545454545454546	1.3776889700611787
0.36363636363636365	1.3991823890417519
0.3818181818181818	1.414857759749142
0.39999999999999997	1.4248453076221215
0.41818181818181815	1.429311272021142
0.43636363636363634	1.4284550182203202
0.45454545454545453	1.4225059065776808
0.4727272727272727	1.4117199680498493
0.4909090909090909	1.396376435965209
0.509090909090909	1.3767741838805374
0.5272727272727272	1.3532281184579593
0.5454545454545454	1.3260655746633658
0.5636363636363636	1.2956227582683302
0.5818181818181818	1.262241277709466
0.6	1.2262648039048079
0.6181818181818182	1.1880358927350638
0.6363636363636364	1.1478930006611985
0.6545454545454545	1.1061677194632105
0.6727272727272727	1.0631822514422378
0.6909090909090909	1.0192471417208795
0.7090909090909091	0.9746592795923346
0.7272727272727273	0.9297001762892848
0.7454545454545454	0.8846345221428048
0.7636363636363636	0.8397090219461886
0.7818181818181817	0.7951515034853441
0.7999999999999999	0.7511702906936272
0.8181818181818181	0.707953829771742
0.8363636363636363	0.6656705539096481
0.8545454545454545	0.6244689699742463
0.8727272727272727	0.5844779486913565
0.8909090909090909	0.5458071984514675
0.9090909090909091	0.5085479018959692
0.9272727272727272	0.4727734938766832
0.9454545454545454	0.43854055920256446
0.9636363636363636	0.4058898287642142
0.9818181818181818	0.3748472531255979
1.0	0.34542513345620174
1.018181818181818	0.3176232907066114
1.0363636363636364	0.2914302551658036
1.0545454545454545	0.26682445993873805
1.0727272727272728	0.24377542340809608
1.0909090909090908	0.22224490735578084
1.1090909090909091	0.20218803908144842
1.1272727272727272	0.18355438753317926
1.1454545454545455	0.16628898512853346
1.1636363636363636	0.15033328856538922
1.1818181818181817	0.13562607347735497
1.2	0.12210425925822786
1.218181818181818	0.10970366174769228
1.2363636363636363	0.09835967272370467
1.2545454545454544	0.0880078662768245
1.2727272727272727	0.07858453314247393
1.2909090909090908	0.07002714493623648
1.309090909090909	0.06227475097504153
1.3272727272727272	0.05526831097616659
1.3454545454545455	0.04895096741121457
1.3636363636363635	0.04326826166019255
1.3818181818181818	0.03816829836951645
1.4	0.03360186257628721
1.4181818181818182	0.029522494229348252
1.4363636363636363	0.02588652472575862
1.4545454545454546	0.022653079999874263
1.4727272727272727	0.019784054561679663
1.4909090909090907	0.017244060691522692
1.509090909090909	0.01500035676974804
1.5272727272727271	0.013022758461066358
1.5454545454545454	0.01128353619334594
1.5636363636363635	0.009757302076598683
1.5818181818181818	0.008420889107173351
1.5999999999999999	0.007253225200641318
1.6181818181818182	0.00623520429978671
1.6363636363636362	0.005349556515892183
1.6545454545454545	0.004580718985728434
1.6727272727272726	0.003914708866147715
1.690909090909091	0.0033389996450735107
1.709090909090909	0.00284240172345897
1.7272727272727273	0.0024149480183644706
1.7454545454545454	0.0020477851530850007
1.7636363636363634	0.0017330706362071444
1.7818181818181817	0.0014638762871926406
1.8	0.0012340980408667931
