Intervalo	Inicio	Fin	Count	Q	u/R	Sigma	q_Comulate	q/Q
(0.0, 0.02)	0.0	0.02	4	1.0	0.01	3183.098861837907	4	2e-05
(0.02, 0.04)	0.02	0.04	16	1.0	0.03	4244.131815783875	20	0.0001
(0.04, 0.06)	0.04	0.06	18	1.0	0.05	2864.788975654116	38	0.00019
(0.06, 0.08)	0.06	0.08	27	1.0	0.07	3069.4167596294096	65	0.000325
(0.08, 0.1)	0.08	0.1	35	1.0	0.09	3094.6794490090747	100	0.0005
(0.1, 0.12)	0.1	0.12	50	1.0	0.11	3617.157797543078	150	0.00075
(0.12, 0.14)	0.12	0.14	57	1.0	0.13	3489.1660600915493	207	0.001035
(0.14, 0.16)	0.14	0.16	87	1.0	0.15000000000000002	4615.493349664966	294	0.00147
(0.16, 0.18)	0.16	0.18	100	1.0	0.16999999999999998	4681.027737996924	394	0.00197
(0.18, 0.2)	0.18	0.2	120	1.0	0.19	5025.9455713230045	514	0.00257
(0.2, 0.22)	0.2	0.22	149	1.0	0.21000000000000002	5646.211076355341	663	0.003315
(0.22, 0.24)	0.22	0.24	175	1.0	0.22999999999999998	6054.807617626453	838	0.00419
(0.24, 0.26)	0.24	0.26	201	1.0	0.25	6398.028712294186	1039	0.005195
(0.26, 0.28)	0.26	0.28	292	1.0	0.27	8606.156182006189	1331	0.006655
(0.28, 0.3)	0.28	0.3	326	1.0	0.29000000000000004	8945.605422061715	1657	0.008285
(0.3, 0.32)	0.3	0.32	431	1.0	0.31	11063.835560097878	2088	0.01044
(0.32, 0.34)	0.32	0.34	456	1.0	0.33	10996.159704530937	2544	0.01272
(0.34, 0.36)	0.34	0.36	547	1.0	0.35	12436.821981609562	3091	0.015455
(0.36, 0.38)	0.36	0.38	636	1.0	0.37	13678.722136006132	3727	0.018635
(0.38, 0.4)	0.38	0.4	732	1.0	0.39	14936.079274777841	4459	0.022295
(0.4, 0.42)	0.4	0.42	883	1.0	0.41000000000000003	17138.270091480983	5342	0.02671
(0.42, 0.44)	0.42	0.44	1010	1.0	0.43	18691.45261893187	6352	0.03176
(0.44, 0.46)	0.44	0.46	1166	1.0	0.45	20619.407071683312	7518	0.03759
(0.46, 0.48)	0.46	0.48	1319	1.0	0.47	22332.48616363938	8837	0.044185
(0.48, 0.5)	0.48	0.5	1494	1.0	0.49	24263.00867135628	10331	0.051655
(0.5, 0.52)	0.5	0.52	1737	1.0	0.51	27103.15060300214	12068	0.06034
(0.52, 0.54)	0.52	0.54	1927	1.0	0.53	28933.167484724752	13995	0.069975
(0.54, 0.56)	0.54	0.56	2155	1.0	0.55	31179.90021482129	16150	0.08075
(0.56, 0.58)	0.56	0.58	2466	1.0	0.5700000000000001	34427.72716356273	18616	0.09308
(0.58, 0.6)	0.58	0.6	2726	1.0	0.59	36767.48939563615	21342	0.10671
(0.6, 0.62)	0.6	0.62	2997	1.0	0.61	39097.32495462375	24339	0.121695
(0.62, 0.64)	0.62	0.64	3514	1.0	0.63	44386.545240073036	27853	0.139265
(0.64, 0.66)	0.64	0.66	3845	1.0	0.65	47073.13509141054	31698	0.15849
(0.66, 0.68)	0.66	0.68	4321	1.0	0.67	51321.53052985661	36019	0.180095
(0.68, 0.7000000000000001)	0.68	0.7000000000000001	4660	1.0	0.6900000000000001	53743.62571074145	40679	0.203395
(0.7000000000000001, 0.72)	0.7000000000000001	0.72	5323	1.0	0.71	59660.68747029315	46002	0.23001
(0.72, 0.74)	0.72	0.74	5748	1.0	0.73	62659.0830748092	51750	0.25875
(0.74, 0.76)	0.74	0.76	6387	1.0	0.75	67768.17476852897	58137	0.290685
(0.76, 0.78)	0.76	0.78	6911	1.0	0.77	71423.36439662903	65048	0.32524
(0.78, 0.8)	0.78	0.8	7563	1.0	0.79	76182.83763316466	72611	0.363055
(0.8, 0.8200000000000001)	0.8	0.8200000000000001	8447	1.0	0.81	82986.5311294593	81058	0.40529
(0.8200000000000001, 0.84)	0.8200000000000001	0.84	9260	1.0	0.8300000000000001	88781.61283319039	90318	0.45159
(0.84, 0.86)	0.84	0.86	9966	1.0	0.85	93302.24487375456	100284	0.50142
(0.86, 0.88)	0.86	0.88	11025	1.0	0.87	100843.8648039163	111309	0.556545
(0.88, 0.9)	0.88	0.9	12004	1.0	0.89	107331.23240871391	123313	0.616565
(0.9, 0.92)	0.9	0.92	13223	1.0	0.91	115632.18750022708	136536	0.68268
(0.92, 0.9400000000000001)	0.92	0.9400000000000001	13959	1.0	0.93	119443.2177752559	150495	0.752475
(0.9400000000000001, 0.96)	0.9400000000000001	0.96	15100	1.0	0.95	126486.2968782964	165595	0.827975
(0.96, 0.98)	0.96	0.98	16561	1.0	0.97	135864.17590437538	182156	0.91078
(0.98, 1.0)	0.98	1.0	17844	1.0	0.99	143432.36386524115	200000	1.0
