Intervalo	Inicio	Fin	Count	Q	u/R	Sigma	q_Comulate	q/Q
(0.0, 0.02)	0.0	0.02	50	1.0	0.01	39788.735772973836	50	0.00025
(0.02, 0.04)	0.02	0.04	137	1.0	0.03	36340.37867264943	187	0.000935
(0.04, 0.06)	0.04	0.06	247	1.0	0.05	39311.270943698146	434	0.00217
(0.06, 0.08)	0.06	0.08	300	1.0	0.07	34104.630662548996	734	0.00367
(0.08, 0.1)	0.08	0.1	437	1.0	0.09	38639.28340619902	1171	0.005855
(0.1, 0.12)	0.1	0.12	495	1.0	0.11	35809.86219567647	1666	0.00833
(0.12, 0.14)	0.12	0.14	579	1.0	0.13	35442.58155777205	2245	0.011225
(0.14, 0.16)	0.14	0.16	710	1.0	0.15000000000000002	37666.66986508191	2955	0.014775
(0.16, 0.18)	0.16	0.18	849	1.0	0.16999999999999998	39741.92549559389	3804	0.01902
(0.18, 0.2)	0.18	0.2	908	1.0	0.19	38029.65482301074	4712	0.02356
(0.2, 0.22)	0.2	0.22	1080	1.0	0.21000000000000002	40925.55679505885	5792	0.02896
(0.22, 0.24)	0.22	0.24	1163	1.0	0.22999999999999998	40238.5214817118	6955	0.034775
(0.24, 0.26)	0.24	0.26	1227	1.0	0.25	39056.62303475108	8182	0.04091
(0.26, 0.28)	0.26	0.28	1429	1.0	0.27	42117.11364413302	9611	0.048055
(0.28, 0.3)	0.28	0.3	1575	1.0	0.29000000000000004	43218.799201678536	11186	0.05593
(0.3, 0.32)	0.3	0.32	1659	1.0	0.31	42586.78235313777	12845	0.064225
(0.32, 0.34)	0.32	0.34	1807	1.0	0.33	43574.69426773553	14652	0.07326
(0.34, 0.36)	0.34	0.36	1974	1.0	0.35	44881.69395191458	16626	0.08313
(0.36, 0.38)	0.36	0.38	2110	1.0	0.37	45380.6662059323	18736	0.09368
(0.38, 0.4)	0.38	0.4	2313	1.0	0.39	47195.561970711955	21049	0.105245
(0.4, 0.42)	0.4	0.42	2439	1.0	0.41000000000000003	47338.891000138305	23488	0.11744
(0.42, 0.44)	0.42	0.44	2652	1.0	0.43	49078.94291624488	26140	0.1307
(0.44, 0.46)	0.44	0.46	2738	1.0	0.45	48418.47046506767	28878	0.14439
(0.46, 0.48)	0.46	0.48	2925	1.0	0.47	49524.27750465897	31803	0.159015
(0.48, 0.5)	0.48	0.5	3140	1.0	0.49	50994.54299066849	34943	0.174715
(0.5, 0.52)	0.5	0.52	3387	1.0	0.51	52848.803161985175	38330	0.19165
(0.52, 0.54)	0.52	0.54	3647	1.0	0.53	54758.3091939757	41977	0.209885
(0.54, 0.56)	0.54	0.56	3734	1.0	0.55	54025.86886410334	45711	0.228555
(0.56, 0.58)	0.56	0.58	3954	1.0	0.5700000000000001	55201.63552503124	49665	0.248325
(0.58, 0.6)	0.58	0.6	4159	1.0	0.59	56095.37358637224	53824	0.26912
(0.6, 0.62)	0.6	0.62	4445	1.0	0.61	57987.190331432284	58269	0.291345
(0.62, 0.64)	0.62	0.64	4791	1.0	0.63	60516.77240898973	63060	0.3153
(0.64, 0.66)	0.64	0.66	4949	1.0	0.65	60589.06256629149	68009	0.340045
(0.66, 0.68)	0.66	0.68	5249	1.0	0.67	62343.6042006983	73258	0.36629
(0.68, 0.7000000000000001)	0.68	0.7000000000000001	5500	1.0	0.6900000000000001	63431.317898943766	78758	0.39379
(0.7000000000000001, 0.72)	0.7000000000000001	0.72	5789	1.0	0.71	64883.659546407485	84547	0.422735
(0.72, 0.74)	0.72	0.74	6139	1.0	0.73	66921.38326309215	90686	0.45343
(0.74, 0.76)	0.74	0.76	6298	1.0	0.75	66823.85543951706	96984	0.48492
(0.76, 0.78)	0.76	0.78	6728	1.0	0.77	69532.10760534221	103712	0.51856
(0.78, 0.8)	0.78	0.8	6928	1.0	0.79	69786.42061649673	110640	0.5532
(0.8, 0.8200000000000001)	0.8	0.8200000000000001	7472	1.0	0.81	73407.76140633597	118112	0.59056
(0.8200000000000001, 0.84)	0.8200000000000001	0.84	7587	1.0	0.8300000000000001	72741.479110736	125699	0.628495
(0.84, 0.86)	0.84	0.86	7837	1.0	0.85	73370.42876536369	133536	0.66768
(0.86, 0.88)	0.86	0.88	8361	1.0	0.87	76476.69420639856	141897	0.709485
(0.88, 0.9)	0.88	0.9	8744	1.0	0.89	78182.63047165898	150641	0.753205
(0.9, 0.92)	0.9	0.92	8997	1.0	0.91	78676.75950537268	159638	0.79819
(0.92, 0.9400000000000001)	0.92	0.9400000000000001	9468	1.0	0.93	81015.00006419678	169106	0.84553
(0.9400000000000001, 0.96)	0.9400000000000001	0.96	9891	1.0	0.95	82852.71274326024	178997	0.894985
(0.96, 0.98)	0.96	0.98	10304	1.0	0.97	84532.60482571607	189301	0.946505
(0.98, 1.0)	0.98	1.0	10699	1.0	0.99	85999.93616869621	200000	1.0
