Intervalo	Inicio	Fin	Count	Q	u/R	Sigma	q_Comulate	q/Q
(0.0, 0.008)	0.0	0.008	80	1.0	0.01	397887.3577297384	80	0.0004
(0.008, 0.016)	0.008	0.016	177	1.0	0.03	293441.926325682	257	0.001285
(0.016, 0.024)	0.016	0.024	330	1.0	0.049999999999999996	328257.0701270341	587	0.002935
(0.024, 0.032)	0.024	0.032	440	1.0	0.06999999999999999	312625.7810733659	1027	0.005135
(0.032, 0.04)	0.032	0.04	556	1.0	0.09000000000000001	307257.45958018675	1583	0.007915
(0.04, 0.048)	0.04	0.048	686	1.0	0.10999999999999999	310171.2811393188	2269	0.011345
(0.048, 0.056)	0.048	0.056	773	1.0	0.13	295737.43031258427	3042	0.01521
(0.056, 0.064)	0.056	0.064	976	1.0	0.15	323615.0509535207	4018	0.02009
(0.064, 0.07200000000000001)	0.064	0.07200000000000001	1063	1.0	0.17	310995.7803431701	5081	0.025405
(0.07200000000000001, 0.08)	0.07200000000000001	0.08	1139	1.0	0.19000000000000003	298153.75029879756	6220	0.0311
(0.08, 0.088)	0.08	0.088	1287	1.0	0.20999999999999996	304810.136546532	7507	0.037535
(0.088, 0.096)	0.088	0.096	1513	1.0	0.22999999999999998	327175.8544810292	9020	0.0451
(0.096, 0.10400000000000001)	0.096	0.10400000000000001	1639	1.0	0.25	326068.68965952005	10659	0.053295
(0.10400000000000001, 0.112)	0.10400000000000001	0.112	1784	1.0	0.27	328625.4843471545	12443	0.062215
(0.112, 0.12)	0.112	0.12	1923	1.0	0.29	329800.59866995155	14366	0.07183
(0.12, 0.128)	0.12	0.128	2112	1.0	0.31	338846.0078730676	16478	0.08239
(0.128, 0.136)	0.128	0.136	2192	1.0	0.33	330367.07884226716	18670	0.09335
(0.136, 0.14400000000000002)	0.136	0.14400000000000002	2379	1.0	0.35000000000000003	338062.1514425166	21049	0.105245
(0.14400000000000002, 0.152)	0.14400000000000002	0.152	2597	1.0	0.37000000000000005	349092.3878459908	23646	0.11823
(0.152, 0.16)	0.152	0.16	2711	1.0	0.38999999999999996	345728.4060273461	26357	0.131785
(0.16, 0.168)	0.16	0.168	2885	1.0	0.41	349971.04483240686	29242	0.14621
(0.168, 0.176)	0.168	0.176	3106	1.0	0.42999999999999994	359255.2712524912	32348	0.16174
(0.176, 0.184)	0.176	0.184	3294	1.0	0.44999999999999996	364066.9323227105	35642	0.17821
(0.184, 0.192)	0.184	0.192	3395	1.0	0.47	359262.6541203351	39037	0.195185
(0.192, 0.2)	0.192	0.2	3505	1.0	0.49	355764.07878641074	42542	0.21271
(0.2, 0.20800000000000002)	0.2	0.20800000000000002	3783	1.0	0.51	368923.49860088207	46325	0.231625
(0.20800000000000002, 0.216)	0.20800000000000002	0.216	3885	1.0	0.53	364573.6756556699	50210	0.25105
(0.216, 0.224)	0.216	0.224	4216	1.0	0.5499999999999999	381248.4318610392	54426	0.27213
(0.224, 0.232)	0.224	0.232	4432	1.0	0.57	386718.58979346516	58858	0.29429
(0.232, 0.24)	0.232	0.24	4595	1.0	0.59	387350.08660342166	63453	0.317265
(0.24, 0.248)	0.24	0.248	4820	1.0	0.61	392995.30005273357	68273	0.341365
(0.248, 0.256)	0.248	0.256	5138	1.0	0.63	405624.056352261	73411	0.367055
(0.256, 0.264)	0.256	0.264	5106	1.0	0.65	390694.7785707767	78517	0.392585
(0.264, 0.272)	0.264	0.272	5469	1.0	0.67	405978.72377312294	83986	0.41993
(0.272, 0.28)	0.272	0.28	5738	1.0	0.6900000000000001	413601.02511834004	89724	0.44862
(0.28, 0.28800000000000003)	0.28	0.28800000000000003	5949	1.0	0.7100000000000001	416730.96674898063	95673	0.478365
(0.28800000000000003, 0.296)	0.28800000000000003	0.296	6127	1.0	0.7300000000000001	417441.0686318705	101800	0.509
(0.296, 0.304)	0.296	0.304	6340	1.0	0.7499999999999999	420434.3080010891	108140	0.5407
(0.304, 0.312)	0.304	0.312	6452	1.0	0.7699999999999999	416748.25195978425	114592	0.57296
(0.312, 0.32)	0.312	0.32	6938	1.0	0.7899999999999999	436794.6974571079	121530	0.60765
